Stimuli,GPT Temp 0,GPT Temp .5,GPT Temp 1,GPT Continuous Temp 0,GPT Continuous Temp .5,GPT Continuous Temp 1,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum
the pony school., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1.55,1.3,29,0,0,0,0.05,10,52,1.72,138,6984,7122,2.14,3.84,5.98
the pig boy., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.71,1.36,28,0,0,0,0.2,6,1243,3.09,320,3876,4196,2.51,3.59,6.09
the forest rose., Nonsense, Nonsense, Nonsense,2,3,2,1,1.79,1.37,28,0,0,0,0.12,10,543,2.74,1219,1356,2575,3.09,3.13,6.22
the shirt dress., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,2.54,1.53,28,0,0,0,0.61,10,31276,4.5,812,1516,2328,2.91,3.18,6.09
the holiday school., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1,1.07,29,0,0.014,0.01,0.14,13,1649,3.22,1036,6984,8020,3.02,3.84,6.86
the winter sunlight., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.32,1.31,28,0,0,0,0.21,14,5162,3.71,1423,392,1815,3.15,2.59,5.75
the magazine cat., Makes Sense, Makes Sense, Makes Sense,4,3,2,-1,0.68,1.09,28,0,0,0,0.05,11,615,2.79,703,739,1442,2.85,2.87,5.72
the ankle bracelet., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,4,0,29,0.01,0.049,0.03,0.16,13,62618,4.8,185,65,250,2.27,1.81,4.08
the jockey lawn., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.39,0.69,28,0,,0,0.07,10,478,2.68,80,368,448,1.9,2.57,4.47
the dwarf helmet., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.3,1.1,27,0,0,0,0.13,11,0,0,129,166,295,2.11,2.22,4.33
the bag dime., Nonsense, Makes Sense, Nonsense,2,2,2,-1,0.61,0.92,28,0,0,0,0.41,7,69,1.85,1122,66,1188,3.05,1.82,4.87
the cottage milk., Makes Sense, Makes Sense, Nonsense,2,3,2,-1,1.24,1.41,29,0,0,0,0.34,11,0,0,555,1868,2423,2.74,3.27,6.02
the summer sun., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.83,0.54,29,0.12,0.121,0.12,0.34,9,96518,4.98,2165,2689,4854,3.34,3.43,6.77
the kitchen field., Nonsense, Makes Sense, Makes Sense,2,3,3,-1,0.54,0.92,28,0,0,0,0.06,12,56,1.76,1890,2327,4217,3.28,3.37,6.64
the guy meat., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,0.86,1.35,28,,0,0,0.02,7,252,2.4,465,1280,1745,2.67,3.11,5.77
the soap bottle., Makes Sense, Makes Sense, Makes Sense,4,3,2,1,3.79,0.49,29,0,0,0,0.25,10,1697,3.23,367,1479,1846,2.56,3.17,5.73
the rabbit milk., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2,1.54,29,0,0,0,0.03,10,431,2.64,189,1868,2057,2.28,3.27,5.55
the summer clothes., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.86,0.44,29,0,0,0,0.24,13,26377,4.42,2165,2225,4390,3.34,3.35,6.68
the pie pot., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1.9,1.35,29,0,0,0,0.38,6,250,2.4,225,416,641,2.35,2.62,4.97
the television picture., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.69,0.71,29,0.03,0.021,0.03,0.16,17,12216,4.09,2033,1905,3938,3.31,3.28,6.59
the worm book., Makes Sense, Makes Sense, Makes Sense,4,3,2,-1,1.86,1.38,29,0.01,0,0,0.01,8,2798,3.45,133,4932,5065,2.12,3.69,5.82
the library chess., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,0.97,1.27,29,0,0,0,0.06,12,76,1.89,942,264,1206,2.97,2.42,5.4
the necklace gold., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1.07,1.07,29,0.01,0.217,0.11,0.36,12,4746,3.68,41,1575,1616,1.61,3.2,4.81
the boy trash., Makes Sense, Makes Sense, Nonsense,2,2,2,1,0.79,1.29,28,0,0,0,0.1,8,101,2.01,3876,66,3942,3.59,1.82,5.41
the ship mother., Makes Sense, Makes Sense, Makes Sense,4,3,2,-1,1.28,1.22,29,0,0,0,0.04,10,191,2.28,793,7356,8149,2.9,3.87,6.77
the gold leaf., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.63,0.93,27,0.01,0,0,0.08,8,134022,5.13,1575,279,1854,3.2,2.45,5.64
the body clock., Nonsense, Nonsense, Nonsense,2,2,2,1,1.66,1.67,29,0,0,0,0.04,9,27889,4.45,5243,637,5880,3.72,2.8,6.52
the street clothes., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.89,0.31,28,0,0,0,0.18,13,47550,4.68,4546,2225,6771,3.66,3.35,7
the seat car., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1.21,1.34,28,0.02,0.093,0.06,0.63,7,10848,4.04,1396,4944,6340,3.14,3.69,6.84
the ball yarn., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.21,1.13,28,0,0,0,0.09,8,159,2.2,1664,24,1688,3.22,1.38,4.6
the fire road., Makes Sense, Makes Sense, Makes Sense,4,2,2,1,1.38,1.27,29,0,0,0,0.04,8,18085,4.26,2738,3791,6529,3.44,3.58,7.02
the hospital refrigerator., Nonsense, Makes Sense, Makes Sense,4,3,2,1,3.5,1.11,28,0,0,0,0.07,20,106,2.03,1884,152,2036,3.28,2.18,5.46
the snow cave., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.45,0.95,29,0,0,0,0.14,8,7904,3.9,1055,491,1546,3.02,2.69,5.71
the guy weed., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,0.43,0.84,28,,0,0,0.1,7,0,0,465,167,632,2.67,2.22,4.89
the mother dog., Makes Sense, Makes Sense, Makes Sense,4,3,2,1,3.22,1.31,27,0,0,0,0.12,9,6851,3.84,7356,1285,8641,3.87,3.11,6.98
the field guy., Nonsense, Nonsense, Makes Sense,2,2,2,1,2.59,1.32,29,0,0,0,0.13,8,436,2.64,2327,465,2792,3.37,2.67,6.03
the bridge railroad., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1.29,1.3,28,0,0,0,0.47,14,227,2.36,1034,117,1151,3.01,2.07,5.08
the coffee house., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,4,0,28,0.02,0,0.01,0.12,11,157793,5.2,1644,8601,10245,3.22,3.93,7.15
the police star., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,2.03,1.74,29,0,0,0,0.05,10,279,2.45,3770,952,4722,3.58,2.98,6.55
the bowl fire., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.54,0.84,28,0,0,0,0.17,8,1036,3.02,525,2738,3263,2.72,3.44,6.16
the cab dollar., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,1.45,1.4,29,,0,0,0.06,9,0,0,178,263,441,2.25,2.42,4.67
the hospital army., Nonsense, Makes Sense, Makes Sense,4,3,3,-1,1.28,1.19,29,0,0,0,0.06,12,67,1.83,1884,1933,3817,3.28,3.29,6.56
the water ski., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.93,0.37,29,0,0,0,0.03,8,60044,4.78,7749,110,7859,3.89,2.04,5.93
the soup tomato., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1.03,0.98,29,0.18,0.103,0.14,0.55,10,289,2.46,362,123,485,2.56,2.09,4.65
the hotel pool., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,3.85,0.6,27,0,0,0,0.18,9,28472,4.45,2241,620,2861,3.35,2.79,6.14
the ice bullet., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.61,0.99,28,0,0,0,0.04,9,186,2.27,934,229,1163,2.97,2.36,5.33
the infant milk., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.64,1.25,28,0,0,0,0.15,10,5540,3.74,372,1868,2240,2.57,3.27,5.84
the mountain goat., Makes Sense, Makes Sense, Makes Sense,4,3,3,1,4,0,29,0.05,0,0.02,0.19,12,38528,4.59,829,209,1038,2.92,2.32,5.24
the rock cafe., Nonsense, Makes Sense, Nonsense,2,3,2,1,1.82,1.66,28,0,0,0,0.03,8,41151,4.61,1426,342,1768,3.15,2.53,5.69
the mountain ice., Makes Sense, Nonsense, Makes Sense,4,3,2,1,3.17,1.31,29,0,0,0,0.11,11,4856,3.69,829,934,1763,2.92,2.97,5.89
the blood soup., Nonsense, Nonsense, Nonsense,2,2,2,1,0.86,1.43,29,0,0,0,0.03,9,900,2.95,2536,362,2898,3.4,2.56,5.96
the water pill., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.31,1.49,29,0,0,0,0.01,9,14427,4.16,7749,233,7982,3.89,2.37,6.26
the star gold., Makes Sense, Makes Sense, Makes Sense,4,3,3,-1,1.07,1.03,29,0,0,0,0.01,8,2508,3.4,952,1575,2527,2.98,3.2,6.18
the boy coffee., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.59,0.78,29,0,0,0,0.11,9,116,2.07,3876,1644,5520,3.59,3.22,6.8
the pen bull., Nonsense, Makes Sense, Nonsense,2,2,2,-1,0.83,0.97,29,0,0,0,0.18,7,78,1.9,349,378,727,2.54,2.58,5.12
the bulb headlight.,Makes Sense, Makes Sense, Makes Sense,4,4,4,-1,0.93,1.03,29,0,0,0,0.08,13,713,2.85,116,20,136,2.06,1.3,3.37
the jeans leg., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,2.32,1.22,28,0,0,0,0.21,8,1325,3.12,229,1137,1366,2.36,3.06,5.42
the bag trash., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.97,0.98,29,0,0,0,0.27,8,677,2.83,1122,66,1188,3.05,1.82,4.87
the zebra skin., Makes Sense, Makes Sense, Makes Sense,3,4,3,1,3.86,0.44,29,0,0,0,0.01,9,2541,3.41,24,1617,1641,1.38,3.21,4.59
the hospital pants., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.57,1.62,28,0,0,0,0.08,13,271,2.43,1884,282,2166,3.28,2.45,5.73
the tongue butt., Nonsense, Nonsense, Nonsense,0,0,0,1,0.04,0.19,28,0,0,0,0.09,10,140,2.15,602,121,723,2.78,2.08,4.86
the cabin window., Makes Sense, Makes Sense, Makes Sense,3,4,3,1,3.93,0.26,28,0,0,0,0.23,11,4945,3.69,485,2372,2857,2.69,3.38,6.06
the pet home., Makes Sense, Nonsense, Nonsense,2,2,3,1,1.75,1.65,28,0,0,0,0.25,7,12471,4.1,242,8831,9073,2.38,3.95,6.33
the salad garden., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.54,1.07,28,0,0,0,0.07,11,925,2.97,281,1998,2279,2.45,3.3,5.75
the guy field., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.68,0.77,28,,0,0,0.13,8,54,1.74,465,2327,2792,2.67,3.37,6.03
the field hay., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,2.38,1.24,29,0.01,0,0,0.16,8,152,2.18,2327,266,2593,3.37,2.42,5.79
the breast chicken., Nonsense, Nonsense, Nonsense,2,2,2,-1,1,1.31,28,0.04,0.241,0.14,0.18,13,5338,3.73,774,534,1308,2.89,2.73,5.62
the winter mountain., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.21,1.4,28,0,0,0,0.24,14,3820,3.58,1423,829,2252,3.15,2.92,6.07
the house grass., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.28,1.36,29,0,0,0,0.24,10,92,1.97,8601,1483,10084,3.93,3.17,7.11
the salad island., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.89,1.26,28,0,0,0,0.02,11,0,0,281,1209,1490,2.45,3.08,5.53
the cabin boy., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.11,1.25,27,0.08,0,0.04,0.29,8,18925,4.28,485,3876,4361,2.69,3.59,6.27
the sunset mountain., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.5,1.29,28,,0,0,0.16,14,293,2.47,165,829,994,2.22,2.92,5.14
the home summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.29,1.24,28,0,0,0,0.28,10,2329,3.37,8831,2165,10996,3.95,3.34,7.28
the blood prince., Nonsense, Nonsense, Nonsense,2,2,2,1,1.9,1.72,29,0,0,0,0.03,11,44183,4.65,2536,592,3128,3.4,2.77,6.18
the bee queen., Makes Sense, Makes Sense, Makes Sense,3,3,2,-1,2.46,1.04,28,0.02,0,0.01,0.26,8,1069,3.03,118,889,1007,2.07,2.95,5.02
the ant garden., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.12,1.48,56,0,0,0,0.23,9,220,2.34,69,1998,2067,1.84,3.3,5.14
the hill ant., Makes Sense, Makes Sense, Makes Sense,3,3,2,-1,1.55,1.33,29,0,0,0,0.17,7,43,1.64,1258,69,1327,3.1,1.84,4.94
the pet cat., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.82,0.77,28,0.17,0.082,0.13,0.64,6,40802,4.61,242,739,981,2.38,2.87,5.25
the rainbow flag., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.61,0.96,28,0,0,0,0.16,11,17352,4.24,101,356,457,2,2.55,4.56
the kitchen soup., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.39,1.31,28,0,0,0,0.51,11,372,2.57,1890,362,2252,3.28,2.56,5.84
the winter pot., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.46,1.4,28,0,0,0,0.13,9,316,2.5,1423,416,1839,3.15,2.62,5.77
the key church., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.04,1.1,28,0,0,0,0.06,9,1436,3.16,1281,2844,4125,3.11,3.45,6.56
the picture garden., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.29,1.38,28,0,0,0,0.08,13,1694,3.23,1905,1998,3903,3.28,3.3,6.58
the dog magazine., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.79,0.42,28,0,0,0,0.04,11,4936,3.69,1285,703,1988,3.11,2.85,5.96
the police van., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.58,29,0,0,0,0.17,9,26001,4.42,3770,971,4741,3.58,2.99,6.56
the school pony., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.39,1.55,28,0,0,0,0.05,10,327,2.52,6984,138,7122,3.84,2.14,5.98
the milk cottage., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,0.93,1.36,28,0,0,0,0.34,11,258,2.41,1868,555,2423,3.27,2.74,6.02
the chess library., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.29,1.33,28,0,0,0,0.06,12,1225,3.09,264,942,1206,2.42,2.97,5.4
the ski winter., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.96,1,28,0,0,0,0.43,9,1173,3.07,110,1423,1533,2.04,3.15,5.19
the garden home., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.41,1.55,27,0.01,0,0,0.32,10,43266,4.64,1998,8831,10829,3.3,3.95,7.25
the pie apple., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.66,1.2,29,0.31,0.228,0.27,0.47,8,1116,3.05,225,315,540,2.35,2.5,4.85
the shepherd home., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.39,1.45,28,0,0,0,0.2,12,115,2.06,95,8831,8926,1.98,3.95,5.92
the toilet lid., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.79,0.69,28,0,0,0,0.17,9,7795,3.89,415,246,661,2.62,2.39,5.01
the farmer corn., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.54,1.23,28,0,0.025,0.01,0.6,10,0,0,562,445,1007,2.75,2.65,5.4
the school clown., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.29,0.94,28,0,0,0,0.03,11,132,2.12,6984,58,7042,3.84,1.76,5.61
the picture menu., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.07,1.27,28,0,0,0,0.06,11,3712,3.57,1905,130,2035,3.28,2.11,5.39
the library door., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.26,28,0,0,0,0.07,11,7737,3.89,942,5891,6833,2.97,3.77,6.74
the moon earth., Nonsense, Makes Sense, Nonsense,4,4,3,-1,0.1,0.41,29,0,0,0,0.4,9,620,2.79,951,2204,3155,2.98,3.34,6.32
the school bible., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2,1.51,29,0,0,0,0.14,11,5622,3.75,6984,7,6991,3.84,0.85,4.69
the clothes street., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.34,0.67,29,0,0,0,0.18,13,206,2.32,2225,4546,6771,3.35,3.66,7
the ape stage., Nonsense, Makes Sense, Makes Sense,3,2,3,1,1.04,1.17,28,0,0,0,-0.01,8,62,1.8,90,2528,2618,1.95,3.4,5.36
the book telephone., Nonsense, Makes Sense, Nonsense,3,3,3,-1,1.21,1.2,28,0,0,0,0.12,13,1598,3.2,4932,1810,6742,3.69,3.26,6.95
the hay summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.29,1.3,28,0.01,0,0,0.3,9,69,1.85,266,2165,2431,2.42,3.34,5.76
the potato soup., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.9,0.41,29,0.01,0,0,0.38,10,38436,4.58,206,362,568,2.31,2.56,4.87
the chair beach., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.11,1.1,28,0,0,0,0.1,10,2725,3.44,1876,1060,2936,3.27,3.03,6.3
the pot chicken., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.04,1.07,28,0,0,0,0.39,10,1981,3.3,416,534,950,2.62,2.73,5.35
the boy butt., Nonsense, Nonsense, Nonsense,0,0,1,-1,1.86,1.57,29,0,0,0,0.11,7,28321,4.45,3876,121,3997,3.59,2.08,5.67
the police telephone., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.24,1.21,29,0,0,0,0.22,15,1153,3.06,3770,1810,5580,3.58,3.26,6.83
the jeans dress., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1.78,1.63,27,0,0,0,0.64,10,1509,3.18,229,1516,1745,2.36,3.18,5.54
the beach picture., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.43,1.14,28,0,0,0,0.09,12,17453,4.24,1060,1905,2965,3.03,3.28,6.31
the skin cat., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.86,1.11,28,0.01,0,0,0.08,7,295,2.47,1617,739,2356,3.21,2.87,6.08
the baby bottle., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.79,0.83,28,0,0.045,0.02,0.2,10,49621,4.7,3281,1479,4760,3.52,3.17,6.69
the school newspaper., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0,0,0,0.15,15,79796,4.9,6984,1116,8100,3.84,3.05,6.89
the toilet dog., Makes Sense, Nonsense, Nonsense,3,2,3,-1,0.68,1.12,28,0,0,0,0.04,9,127,2.11,415,1285,1700,2.62,3.11,5.73
the forest mountain., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.89,1.45,28,0,0,0,0.15,14,3930,3.59,1219,829,2048,3.09,2.92,6
the dress swan., Nonsense, Makes Sense, Makes Sense,3,2,3,-1,0.36,0.68,28,0,0,0,0.17,9,43,1.64,1516,92,1608,3.18,1.96,5.14
the pants leg., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.83,1.51,29,0,0,0,0.31,8,10813,4.03,282,1137,1419,2.45,3.06,5.51
the rat gym., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.61,0.83,28,0,0,0,0.04,6,46,1.67,156,73,229,2.19,1.86,4.06
the bomb car., Nonsense, Nonsense, Nonsense,2,2,3,-1,1.5,1.55,28,0,0,0,0.04,7,15201,4.18,536,4944,5480,2.73,3.69,6.42
the soap television., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.25,1.35,28,0,0,0,0.12,14,204,2.31,367,2033,2400,2.56,3.31,5.87
the orchestra money., Makes Sense, Makes Sense, Nonsense,3,3,3,1,1.9,1.57,29,0,0,0,0.01,14,0,0,244,7226,7470,2.39,3.86,6.25
the house jail., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.04,1.04,28,0,0,0,0.19,9,230,2.36,8601,530,9131,3.93,2.72,6.66
the nurse school., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.17,1.07,29,0,0,0,0.12,11,2136,3.33,592,6984,7576,2.77,3.84,6.62
the corn farmer., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.55,1.02,29,0,0,0,0.6,10,2576,3.41,445,562,1007,2.65,2.75,5.4
the iris bed., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.29,1.74,28,0,,0,-0.01,7,577,2.76,30,4376,4406,1.48,3.64,5.12
the deer lake., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.17,1.26,29,0,0,0,0.19,8,1869,3.27,210,718,928,2.32,2.86,5.18
the barn bike., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.93,1.27,28,0,0,0,0.12,8,0,0,186,153,339,2.27,2.18,4.45
the home ship., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.62,1.35,29,0,0,0,0.11,8,841,2.93,8831,793,9624,3.95,2.9,6.85
the sugar bowl., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.44,29,0.01,0,0,0.28,9,65527,4.82,976,525,1501,2.99,2.72,5.71
the salad macaroni., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.41,1.15,29,0,0,0,0.44,13,270,2.43,281,26,307,2.45,1.41,3.86
the tomato soup., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0.06,0.026,0.04,0.55,10,67770,4.83,123,362,485,2.09,2.56,4.65
the cigarette money., Makes Sense, Makes Sense, Nonsense,3,3,3,1,3.03,1.43,29,0,0,0,0.02,14,1515,3.18,882,7226,8108,2.95,3.86,6.8
the circle rainbow., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.63,1.18,27,0,0,0,0.07,13,879,2.94,861,101,962,2.94,2,4.94
the chair kitchen., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.24,1.09,29,0,0,0,0.66,12,4345,3.64,1876,1890,3766,3.27,3.28,6.55
the mother plant., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.89,1.47,28,0,0,0,0.03,11,11613,4.06,7356,1302,8658,3.87,3.11,6.98
the dog dish., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.83,0.76,29,0,0,0,0.23,7,8256,3.92,1285,390,1675,3.11,2.59,5.7
the brick fire., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.46,1.75,56,0.01,0,0,0.13,9,2650,3.42,498,2738,3236,2.7,3.44,6.13
the prison door., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.79,0.77,29,0,0,0,0.13,10,5708,3.76,1239,5891,7130,3.09,3.77,6.86
the cave snow., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.21,1.23,28,0,0,0,0.14,8,88,1.95,491,1055,1546,2.69,3.02,5.71
the fire bell., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.07,1.33,29,0,0,0,0.06,8,5194,3.72,2738,507,3245,3.44,2.71,6.14
the automobile street., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.41,1.32,29,,0,0,0.1,16,112,2.05,262,4546,4808,2.42,3.66,6.08
the window cab., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1,1.28,28,0,0,0,0.21,9,865,2.94,2372,178,2550,3.38,2.25,5.63
the garden cottage., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.96,1.29,28,0,0,0,0.45,13,5475,3.74,1998,555,2553,3.3,2.74,6.04
the juice lemon., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.14,1.11,28,0.07,0,0.04,0.6,10,2444,3.39,365,233,598,2.56,2.37,4.93
the doctor jail., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.74,1.02,27,0,0,0,0.05,10,0,0,2376,530,2906,3.38,2.72,6.1
the bowl sugar., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.68,1.09,28,0.03,0,0.02,0.28,9,726,2.86,525,976,1501,2.72,2.99,5.71
the rock flour., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,0.39,0.74,28,0,0,0,0.01,9,2248,3.35,1426,462,1888,3.15,2.66,5.82
the milk baby., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.29,1.33,28,0.03,0.012,0.02,0.24,8,1116,3.05,1868,3281,5149,3.27,3.52,6.79
the mountain lake., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.21,1.26,29,0.01,0,0,0.3,12,41171,4.61,829,718,1547,2.92,2.86,5.77
the spider wolf., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.39,1.29,28,0,0,0,0.09,10,115,2.06,73,119,192,1.86,2.08,3.94
the boot screen., Makes Sense, Makes Sense, Makes Sense,3,2,2,1,0.57,1.03,28,0,0,0,0.04,10,31354,4.5,159,518,677,2.2,2.71,4.92
the summer holiday., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.82,0.61,28,0.02,0,0.01,0.31,13,102524,5.01,2165,1036,3201,3.34,3.02,6.35
the sheet rock., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.31,1.42,29,0,0,0,0.02,9,59500,4.77,616,1426,2042,2.79,3.15,5.94
the cat blood., Nonsense, Nonsense, Nonsense,2,2,2,1,3.62,1.08,29,0,0,0,0.01,8,1027,3.01,739,2536,3275,2.87,3.4,6.27
the bag book., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1,1,29,0,0,0,0.07,7,4320,3.64,1122,4932,6054,3.05,3.69,6.74
the skin pig., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.68,0.94,28,0,0,0,0.07,7,205,2.31,1617,320,1937,3.21,2.51,5.71
the hurricane summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.57,1.26,28,0,0,0,0.11,15,66,1.83,64,2165,2229,1.81,3.34,5.14
the boy home., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.71,1.01,28,0,0,0,0.25,7,7521,3.88,3876,8831,12707,3.59,3.95,7.53
the field cap., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,0.96,1.2,28,0,0,0,0.15,8,2046,3.31,2327,489,2816,3.37,2.69,6.06
the bomb school., Nonsense, Nonsense, Nonsense,2,2,3,-1,1.03,1.21,29,0,0,0,0.01,10,554,2.74,536,6984,7520,2.73,3.84,6.57
the candy rock., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.32,1.12,28,,0,0,0,9,466,2.67,113,1426,1539,2.05,3.15,5.21
the street automobile., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.32,1.44,28,0,0,0,0.1,16,784,2.89,4546,262,4808,3.66,2.42,6.08
the nurse boy., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.61,1.4,28,0,0,0,0.05,8,191,2.28,592,3876,4468,2.77,3.59,6.36
the cycle stage., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,0.97,1.4,29,,0,0,0.4,10,14592,4.16,471,2528,2999,2.67,3.4,6.08
